city_development_index,training_hours,city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,target
0.624,101,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,oct-49,Pvt Ltd,1,1
0.92,83,city_103,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,1000-4999,NGO,>4,0
0.802,130,city_65,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,>4,1
0.92,91,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,,2,0
0.903,25,city_165,Male,No relevent experience,no_enrollment,Graduate,STEM,2,,,1,1
0.924,150,city_104,Female,Has relevent experience,no_enrollment,Masters,Other,18,1000-4999,Pvt Ltd,>4,0
0.92,60,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,0
0.92,80,city_103,Female,Has relevent experience,Part time course,Graduate,STEM,10,50-99,Pvt Ltd,2,0
0.855,96,city_67,Male,Has relevent experience,no_enrollment,Masters,Business Degree,,,Pvt Ltd,>4,1
0.804,69,city_102,Male,Has relevent experience,Full time course,High School,,10,5000-9999,,1,0
0.689,11,city_149,,No relevent experience,Full time course,High School,,6,,,1,0
0.691,40,city_91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,,>4,1
0.899,70,city_23,Female,No relevent experience,Full time course,Graduate,STEM,5,,,never,1
0.92,42,city_103,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,1
0.926,5,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,>4,0
0.92,79,city_103,Female,No relevent experience,no_enrollment,Phd,STEM,13,100-500,Public Sector,2,0
0.924,36,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,4,0
0.939,26,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,2,0
0.939,145,city_75,Male,No relevent experience,Full time course,Graduate,STEM,13,,,1,0
0.939,84,city_75,Female,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,3,0
0.698,129,city_90,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,0
0.555,25,city_145,,No relevent experience,no_enrollment,Graduate,Business Degree,<1,,,never,1
0.92,35,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,0
0.887,121,city_100,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,1
0.855,92,city_67,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,<10,Pvt Ltd,>4,0
0.624,107,city_21,,Has relevent experience,Full time course,,,3,100-500,Pvt Ltd,3,1
0.698,74,city_90,Male,Has relevent experience,no_enrollment,Phd,STEM,10,,,1,0
0.762,58,city_46,,Has relevent experience,Full time course,Graduate,STEM,5,10000+,NGO,never,0
0.92,53,city_160,,No relevent experience,Full time course,High School,,3,,,2,1
0.926,33,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,0
0.624,3,city_21,,Has relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,1,1
0.92,15,city_103,,No relevent experience,Part time course,Graduate,Business Degree,<1,50-99,Pvt Ltd,1,0
0.91,49,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,1
0.92,10,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,0
0.897,17,city_136,Female,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Public Sector,1,0
0.689,300,city_149,,No relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,never,0
0.804,7,city_102,Male,Has relevent experience,no_enrollment,Phd,STEM,7,500-999,Pvt Ltd,>4,1
0.624,57,city_21,Female,No relevent experience,no_enrollment,Masters,Humanities,3,,,>4,1
0.92,92,city_103,Male,No relevent experience,Full time course,Graduate,STEM,12,,,never,0
0.897,216,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,,1,0
0.923,45,city_83,Male,Has relevent experience,no_enrollment,Graduate,Arts,4,oct-49,Pvt Ltd,4,0
0.92,266,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,>4,0
0.856,73,city_54,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,oct-49,Funded Startup,4,0
0.691,151,city_91,Other,No relevent experience,Full time course,High School,,3,,,1,1
0.855,102,city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,7,oct-49,NGO,>4,1
0.743,166,city_116,Male,Has relevent experience,no_enrollment,Graduate,Humanities,7,,,4,0
0.804,38,city_102,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,,3,0
0.92,52,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,0
0.624,30,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,<1,100-500,Pvt Ltd,1,1
0.92,89,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,4,1
0.92,100,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,500-999,Pvt Ltd,>4,0
0.92,56,city_160,Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,1
0.776,28,city_40,Male,Has relevent experience,no_enrollment,High School,,3,50-99,Pvt Ltd,1,0
0.92,31,city_103,,No relevent experience,no_enrollment,Graduate,Humanities,17,50-99,Pvt Ltd,>4,0
0.92,34,city_160,Male,Has relevent experience,Full time course,Graduate,STEM,8,,,1,1
0.827,188,city_41,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,0
0.878,111,city_173,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,0
0.89,27,city_45,Male,Has relevent experience,no_enrollment,Masters,STEM,7,,,3,0
0.762,41,city_46,Female,Has relevent experience,Part time course,Masters,STEM,6,,,3,0
0.926,108,city_114,Male,No relevent experience,Part time course,High School,,3,50-99,Pvt Ltd,3,0
0.913,10,city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,1,0
0.926,16,city_114,,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,never,0
0.897,26,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,1,0
0.624,158,city_21,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,,1,0
0.92,48,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,1,0
0.92,2,city_103,,Has relevent experience,no_enrollment,Graduate,Business Degree,3,1000-4999,Pvt Ltd,2,0
0.865,92,city_93,Male,Has relevent experience,Full time course,Graduate,STEM,6,oct-49,Early Stage Startup,4,0
0.55,29,city_11,,No relevent experience,no_enrollment,High School,,<1,,,never,1
0.878,99,city_173,Male,Has relevent experience,Full time course,Graduate,Business Degree,10,,,2,1
0.92,48,city_160,Male,No relevent experience,no_enrollment,Graduate,Business Degree,1,5000-9999,Pvt Ltd,1,1
0.895,55,city_10,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,1,0
0.939,50,city_75,Male,Has relevent experience,Full time course,Phd,STEM,>20,,,>4,0
0.92,70,city_103,,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,0
0.926,48,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,1,0
0.855,76,city_67,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,2,1
0.843,170,city_159,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Funded Startup,2,0
0.92,52,city_103,,No relevent experience,Full time course,Graduate,STEM,1,,,1,1
0.913,33,city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,1,0
0.555,58,city_145,,No relevent experience,Part time course,Graduate,STEM,<1,,,1,0
0.624,12,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,1
0.527,40,city_128,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,1
0.91,51,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,,1,0
0.92,50,city_103,Male,Has relevent experience,no_enrollment,Masters,Arts,>20,1000-4999,NGO,>4,1
0.897,160,city_136,,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,,1,0
0.624,52,city_21,,No relevent experience,no_enrollment,High School,,1,,,never,0
0.698,15,city_30,Male,Has relevent experience,no_enrollment,,,8,,,1,0
0.92,8,city_103,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,3,1
0.698,40,city_152,Male,Has relevent experience,,Graduate,STEM,10,,,never,0
0.92,42,city_103,Male,Has relevent experience,no_enrollment,High School,,4,1000-4999,Pvt Ltd,1,0
0.624,9,city_21,,No relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,0
0.624,34,city_21,,No relevent experience,Full time course,Masters,STEM,9,1000-4999,Public Sector,1,0
0.899,96,city_23,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Funded Startup,>4,0
0.624,32,city_21,,No relevent experience,Full time course,High School,,3,,,never,0
0.563,103,city_42,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,1,1
0.804,55,city_102,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,,4,0
0.893,55,city_36,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,oct-49,Pvt Ltd,2,0
0.92,15,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,NGO,1,0
0.794,34,city_105,,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,3,0
0.91,27,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,oct-49,Early Stage Startup,4,0
0.92,14,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,3,0
0.804,76,city_102,,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,1,0
0.624,13,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1,1
0.698,98,city_30,,Has relevent experience,Part time course,Graduate,STEM,4,100-500,NGO,1,0
0.903,12,city_165,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,>4,0
0.92,206,city_103,Female,Has relevent experience,no_enrollment,Masters,Business Degree,4,500-999,Pvt Ltd,1,0
0.884,58,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,1,1
0.92,24,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Funded Startup,2,0
0.836,28,city_138,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,0
0.913,45,city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,0
0.926,42,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,0
0.884,69,city_71,Male,Has relevent experience,Part time course,Graduate,STEM,8,50-99,Pvt Ltd,2,0
0.91,196,city_16,,No relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,0
0.897,128,city_136,Male,No relevent experience,Full time course,Graduate,STEM,7,,,,0
0.903,18,city_165,Male,No relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,3,0
0.92,46,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,,Pvt Ltd,4,0
0.92,22,city_103,,Has relevent experience,no_enrollment,Phd,STEM,20,10000+,Pvt Ltd,1,0
0.92,40,city_103,Male,Has relevent experience,Full time course,Graduate,STEM,4,oct-49,Pvt Ltd,1,1
0.698,32,city_24,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,,>4,1
0.899,20,city_23,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,0
0.92,33,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,oct-49,Pvt Ltd,4,1
0.624,3,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,0
0.92,139,city_103,Male,Has relevent experience,Full time course,Masters,STEM,>20,,,1,0
0.92,29,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,0
0.92,62,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,,1,1
0.624,72,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,oct-49,Pvt Ltd,1,1
0.897,52,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,2,0
0.691,31,city_91,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,2,0
0.926,25,city_114,Male,Has relevent experience,no_enrollment,High School,,14,10000+,Pvt Ltd,>4,0
0.579,107,city_74,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,>4,1
0.939,158,city_75,Male,Has relevent experience,no_enrollment,Phd,STEM,14,,,1,0
0.92,152,city_103,Male,No relevent experience,Full time course,Graduate,STEM,7,,,1,1
0.92,10,city_103,Male,No relevent experience,Part time course,Graduate,STEM,7,500-999,NGO,2,0
0.89,21,city_45,Male,No relevent experience,,High School,,2,,,never,0
0.903,174,city_165,Male,Has relevent experience,no_enrollment,Graduate,Other,16,100-500,Other,never,1
0.91,40,city_16,,No relevent experience,no_enrollment,Graduate,STEM,6,oct-49,Pvt Ltd,>4,0
0.92,43,city_160,Male,Has relevent experience,Full time course,Graduate,STEM,3,,,1,0
0.624,13,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Pvt Ltd,2,1
0.624,32,city_21,,No relevent experience,Full time course,Graduate,STEM,,,,,0
0.92,87,city_103,,Has relevent experience,,Graduate,STEM,3,<10,Early Stage Startup,1,0
0.924,102,city_104,Male,Has relevent experience,no_enrollment,Masters,STEM,3,5000-9999,Pvt Ltd,1,0
0.624,67,city_21,,No relevent experience,Full time course,Graduate,STEM,3,,,,1
0.926,16,city_114,Male,No relevent experience,Full time course,Graduate,STEM,6,,Pvt Ltd,never,0
0.899,46,city_23,,No relevent experience,Part time course,High School,,1,,,,0
0.624,20,city_21,Male,Has relevent experience,Full time course,Masters,STEM,1,500-999,Pvt Ltd,1,1
0.926,21,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,>4,0
0.92,52,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,4,0
0.897,6,city_136,Male,No relevent experience,Part time course,Masters,STEM,2,50-99,Pvt Ltd,1,0
0.776,20,city_40,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,0
0.624,51,city_21,,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,1,1
0.92,37,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Public Sector,>4,0
0.887,82,city_100,Male,No relevent experience,Full time course,High School,,4,,,1,0
0.766,58,city_158,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,never,0
0.624,74,city_21,,Has relevent experience,no_enrollment,Masters,STEM,6,1000-4999,,never,0
0.855,149,city_67,Female,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,1,0
0.91,52,city_16,Male,No relevent experience,no_enrollment,High School,,10,,,never,0
0.92,81,city_160,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Pvt Ltd,1,0
0.893,10,city_36,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,3,0
0.55,25,city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,never,0
0.91,50,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,oct-49,Pvt Ltd,2,0
0.624,68,city_21,,Has relevent experience,no_enrollment,Masters,STEM,4,,,4,1
0.897,96,city_136,,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,4,0
0.855,53,city_67,Male,Has relevent experience,Part time course,High School,,14,10000+,Pvt Ltd,4,0
0.796,25,city_20,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,0
0.923,40,city_83,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,0
0.743,28,city_116,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,,1,0
0.924,43,city_104,,Has relevent experience,no_enrollment,Graduate,Arts,10,oct-49,Pvt Ltd,1,0
0.91,57,city_16,,No relevent experience,no_enrollment,High School,,5,,,never,0
0.92,88,city_160,,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,0
0.698,35,city_134,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,,1,1
0.887,161,city_100,,Has relevent experience,Full time course,High School,,>20,,,>4,0
0.666,86,city_64,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,0
0.698,77,city_150,Female,Has relevent experience,Full time course,,,>20,<10,Early Stage Startup,never,0
0.92,163,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,>4,0
0.92,248,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,Pvt Ltd,3,1
0.624,31,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,1,0
0.926,38,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,1,0
0.926,83,city_114,Male,No relevent experience,Full time course,Masters,Business Degree,18,,,2,0
0.92,28,city_103,,Has relevent experience,no_enrollment,Masters,STEM,6,,Pvt Ltd,2,0
0.923,69,city_83,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Funded Startup,1,0
0.925,57,city_97,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,0
0.926,9,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,0
0.884,19,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,0
0.689,63,city_149,Male,Has relevent experience,Full time course,Graduate,STEM,7,,,1,0
0.92,77,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Funded Startup,1,0
0.92,18,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,0
0.897,46,city_136,Male,Has relevent experience,Part time course,Graduate,STEM,3,oct-49,Pvt Ltd,1,0
0.926,39,city_114,,Has relevent experience,Part time course,Graduate,STEM,10,100-500,Public Sector,1,0
0.92,26,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,Public Sector,>4,0
0.926,82,city_114,,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,4,0
0.92,29,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,oct-49,Funded Startup,3,0
0.804,43,city_102,,No relevent experience,no_enrollment,Graduate,STEM,15,,,>4,1
0.827,8,city_41,Male,No relevent experience,Part time course,Graduate,STEM,9,,,3,1
0.92,34,city_103,Male,Has relevent experience,Full time course,Masters,STEM,15,1000-4999,Pvt Ltd,2,0
0.624,81,city_21,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,never,1
0.897,180,city_136,Male,Has relevent experience,no_enrollment,,,7,50-99,Funded Startup,3,0
0.92,8,city_160,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,1,1
0.624,50,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,17,<10,Pvt Ltd,1,0
0.698,47,city_134,,No relevent experience,Part time course,High School,,2,,,2,1
0.92,336,city_103,Male,No relevent experience,no_enrollment,Primary School,,6,,,never,0
0.92,51,city_103,,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,0
0.91,312,city_16,,No relevent experience,no_enrollment,Masters,Business Degree,2,,,2,0
0.92,67,city_103,,No relevent experience,no_enrollment,Graduate,Humanities,10,,,2,1
0.624,88,city_21,,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,1,1
0.796,41,city_20,Male,No relevent experience,Full time course,High School,,6,,,never,0
0.924,17,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,0
0.887,79,city_100,Male,Has relevent experience,Part time course,Graduate,STEM,6,100-500,Pvt Ltd,3,0
0.754,89,city_73,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,never,0
0.926,43,city_114,Male,Has relevent experience,Full time course,High School,,18,,,1,0
0.878,56,city_173,Male,Has relevent experience,no_enrollment,Masters,STEM,19,1000-4999,Pvt Ltd,>4,0
0.92,222,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Early Stage Startup,1,0
0.624,28,city_21,Male,No relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,3,1
0.827,55,city_13,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,0
0.92,17,city_103,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,9,100-500,Pvt Ltd,1,0
0.887,69,city_100,,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,2,0
0.866,10,city_57,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Funded Startup,1,0
0.743,70,city_116,Male,Has relevent experience,Full time course,Masters,STEM,>20,1000-4999,Pvt Ltd,1,0
0.794,4,city_105,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,,0
0.92,22,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,1
0.91,155,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,2,0
0.939,18,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,0
0.926,28,city_114,Male,No relevent experience,Full time course,Graduate,STEM,14,<10,Early Stage Startup,1,1
0.804,5,city_102,,No relevent experience,Full time course,Graduate,STEM,7,,,never,1
0.698,42,city_90,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,0
0.91,4,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,0
0.887,90,city_100,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,0
0.827,18,city_13,Male,Has relevent experience,no_enrollment,Phd,STEM,18,50-99,Pvt Ltd,2,0
0.624,7,city_21,Male,Has relevent experience,Full time course,Masters,STEM,11,100-500,Pvt Ltd,4,1
0.624,45,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,2,1
0.682,63,city_19,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,0
0.624,21,city_21,,Has relevent experience,no_enrollment,Masters,Arts,6,oct-49,Pvt Ltd,1,1
0.624,156,city_21,,No relevent experience,no_enrollment,Masters,STEM,<1,100-500,NGO,1,1
0.91,77,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,12,oct-49,Pvt Ltd,2,0
0.689,122,city_149,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Funded Startup,2,0
0.923,84,city_83,Male,No relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,0
0.926,40,city_114,Male,No relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,0
0.923,70,city_83,Male,Has relevent experience,Part time course,Graduate,STEM,5,1000-4999,Pvt Ltd,>4,1
0.897,88,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,19,500-999,Pvt Ltd,4,1
0.884,153,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,8,500-999,Pvt Ltd,2,0
0.926,160,city_114,Male,No relevent experience,Full time course,High School,,5,50-99,Pvt Ltd,>4,0
0.897,16,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,,2,0
0.896,224,city_50,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Public Sector,>4,0
0.527,45,city_128,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,>4,0
0.91,69,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Pvt Ltd,1,0
0.884,6,city_71,Male,No relevent experience,no_enrollment,Masters,STEM,6,oct-49,Pvt Ltd,3,0
0.92,119,city_103,Male,Has relevent experience,no_enrollment,High School,,11,100-500,Pvt Ltd,>4,0
0.887,53,city_100,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,never,1
0.624,9,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,,Pvt Ltd,1,1
0.878,54,city_173,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,oct-49,Pvt Ltd,>4,0
0.92,116,city_103,Male,No relevent experience,Full time course,Graduate,STEM,6,,Public Sector,1,1
0.827,26,city_13,,Has relevent experience,no_enrollment,Masters,STEM,4,<10,Funded Startup,2,0
0.896,9,city_50,Male,No relevent experience,no_enrollment,Masters,Humanities,<1,oct-49,NGO,1,1
0.925,78,city_89,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,,1,0
0.92,50,city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,4,100-500,Pvt Ltd,3,0
0.698,20,city_90,Male,No relevent experience,Full time course,Masters,STEM,5,,,2,0
0.926,47,city_114,,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,1,0
0.92,56,city_103,Female,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,1,0
0.91,125,city_16,,No relevent experience,no_enrollment,High School,,1,,,never,0
0.92,50,city_103,Female,Has relevent experience,no_enrollment,Graduate,Arts,15,500-999,,2,0
0.924,28,city_104,Female,Has relevent experience,no_enrollment,Masters,Humanities,2,50-99,Funded Startup,1,0
0.624,130,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,1
0.624,58,city_21,,No relevent experience,Full time course,Graduate,STEM,2,,,never,1
0.92,19,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,2,0
0.804,47,city_102,,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,0
0.923,46,city_83,Male,Has relevent experience,no_enrollment,Masters,Humanities,13,1000-4999,Pvt Ltd,1,0
0.624,78,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,0
0.924,32,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,2,0
0.92,62,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,100-500,Pvt Ltd,1,1
0.939,96,city_28,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,0
0.579,20,city_78,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,oct-49,Funded Startup,2,1
0.926,34,city_114,,No relevent experience,Full time course,Graduate,STEM,13,,Pvt Ltd,never,0
0.92,30,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,1,0
0.926,38,city_114,Male,Has relevent experience,Part time course,Graduate,STEM,13,50-99,Pvt Ltd,1,0
0.827,26,city_13,Female,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,4,0
0.836,156,city_138,Male,No relevent experience,no_enrollment,,,16,50-99,,never,0
